price,title,location,lat,lng,Referencia,Clasificación,Baños,Conservación,Superficie construida,Habitaciones
150000.0,"Piso en venta en Calle de Esteban Collantes, cerca de Calle de Luis Ruiz","Calle de Esteban Collantes, cerca de Calle de Luis Ruiz. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4323222,-3.6379473, 4994867-ESTEBAN,  Disponible, 1, A reformar, 67 m², 3
415000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4240999,-3.6338928, TC585-556792,  Disponible,, En buen estado, 103 m², 3
133000.0,"Piso en venta en Calle de Luis Ruiz, cerca de Calle de Esteban Collantes","Calle de Luis Ruiz, cerca de Calle de Esteban Collantes. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4317064,-3.6391395, 4524219-000054,  En trámite, 1, En buen estado, 66 m², 3
242000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.424844,-3.6384569, VI2-10007906,  En trámite, 1, En buen estado, 77 m², 3
239900.0,"Piso en venta en Calle de Luis Ruiz, cerca de Calle de San Telesforo","Calle de Luis Ruiz, cerca de Calle de San Telesforo. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4247866,-3.6348963, 4525678-000024,  En trámite, 1, En buen estado, 80 m², 3
157000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4329485,-3.6483812, GM20-189340,  En trámite, 1, A reformar, 62 m², 2
140000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4281103,-3.6326093, TC585-558890,  Disponible, 1, Reformado, 55 m², 2
395000.0,Piso en venta en Quintana,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4279738,-3.6425885, GM20-190068,  En trámite, 2, A reformar, 103 m², 3
230000.0,Piso en venta en Calle de Llanos de Escudero,"Calle de Llanos de Escudero. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4274111,-3.6378684, SA3739-102635806,  Disponible, 1, En buen estado, 75 m², 2
143700.0,"Piso en venta en Calle de Gómez de Avellaneda, cerca de Calle de Francisco Madariaga","Calle de Gómez de Avellaneda, cerca de Calle de Francisco Madariaga. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4348978,-3.6398389, SA1550-CA1310/6745,  No indicado, 1,, 55 m², 2
186500.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4257924,-3.6407356, SA606-1-VI-000-030-686-601/1852,  No indicado, 1,, 81 m², 3
132000.0,Piso en venta en Calle de Berástegui,"Calle de Berástegui. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4294417,-3.6405086, ASR1-SRB0000053976,  En trámite, 1,, 65 m², 3
133000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4325414,-3.6394296, SA606-8-VI-000-030-686-944/1852,  No indicado, 1,, 66 m², 3
208000.0,Piso en venta en Calle de la Española,"Calle de la Española. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.421485,-3.6326196, XA449-VMF6 - LA ESPAÑOLA,  En trámite, 1,, 80 m², 3
146000.0,Piso en venta en Calle del Mazo,"Calle del Mazo. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4315422245598,-3.63432210664559, AS1-51042798,  En trámite,,, 70 m²,
157000.0,"Piso en venta en Calle de Gómez de Avellaneda, cerca de Calle de Baltasar del Alcázar","Calle de Gómez de Avellaneda, cerca de Calle de Baltasar del Alcázar. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4347934,-3.6403252, SA4061-QUINT627,  Disponible, 1, En buen estado, 50 m², 2
150000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4321785,-3.6383776, SA606-1-VI-000-020-715-285/1852,  No indicado, 1,, 67 m², 3
430000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4320444,-3.6438325, IFC76294-MTPIS_67,  Pendiente de completar, 2, En buen estado, 132 m², 4
315000.0,"Piso en venta en Calle de José Arcones Gil, cerca de Calle de Vital Aza","Calle de José Arcones Gil, cerca de Calle de Vital Aza. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4339215,-3.6383481, SA1402-AIA745,  En trámite, 2, En buen estado, 107 m², 3
169000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4303666,-3.6358587, TC716-514260,  Disponible, 1, En buen estado, 64 m², 2
181000.0,Piso en venta en Calle de Los Urquiza,"Calle de Los Urquiza. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4327132,-3.64334, ASR1-SRB0000032100,  En trámite, 1,, 74 m², 4
175000.0,"Piso en venta en Calle de Vital Aza, cerca de Calle de Vicente Espinel","Calle de Vital Aza, cerca de Calle de Vicente Espinel. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.43242,-3.64098, EP319-VYP.345M,  Disponible, 1, En buen estado, 63 m², 2
146000.0,"Piso en venta en Calle de Berástegui, 40, cerca de Calle de Gonzalo de Berceo","Calle de Berástegui, 40, cerca de Calle de Gonzalo de Berceo. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4279912664233,-3.641347953637," 4525207-BELLÍSIMAS 4 VIVIENDAS A ESTRENAR A LA VENTA, COMP",  En trámite, 1, A estrenar, 50 m², 1
184000.0,Piso en venta en Ciudad Lineal,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4283189,-3.6393437, NI90-9172,  Pendiente de completar, 1, En buen estado, 82 m², 3
290000.0,"Piso en venta en Calle de José Arcones Gil, cerca de Travesía de José Arcones Gil","Calle de José Arcones Gil, cerca de Travesía de José Arcones Gil. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4369819,-3.6391328, TC721-559497,  Disponible, 2, En buen estado, 104 m², 3
420000.0,Piso en venta en Ascao,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4272545,-3.6389003, SA4751-REM02/10690,  Disponible, 2,, 95 m², 2
285000.0,"Piso en venta en Calle de Emilio Ferrari, cerca de Calle de Alcalá","Calle de Emilio Ferrari, cerca de Calle de Alcalá. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.43482,-3.64401, EP319-VYP.148M,  Disponible, 1, En buen estado, 90 m², 3
145000.0,"Piso en venta en Calle del Sauzal, 2","Calle del Sauzal, 2. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4304076585523,-3.63507771295385, 4994129-000092,  Disponible, 1, A reformar, 57 m², 2
170000.0,Piso en venta en Calle de Vital Aza,"Calle de Vital Aza. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4329636,-3.6392476, SA3739-102770277,  Disponible, 1, A reformar, 70 m², 2
429000.0,"Piso en venta en Calle de Alcalá, cerca de Calle de Amos de Escalante","Calle de Alcalá, cerca de Calle de Amos de Escalante. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4368855,-3.6399677, SA1402-AIA748,  Disponible, 2, A estrenar, 99 m², 2
260000.0,"Piso en venta en Calle de Emilio Ferrari, cerca de Calle de Alcalá","Calle de Emilio Ferrari, cerca de Calle de Alcalá. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4346987,-3.6442018, 19427081,  En trámite, 2, A reformar, 110 m², 4
195000.0,"Piso en venta en Calle de Zigia, cerca de Calle de los Misterios","Calle de Zigia, cerca de Calle de los Misterios. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4402544,-3.6420164, 4991170-AL1836,  Disponible, 1, En buen estado, 60 m², 1
195000.0,"Piso en venta en Calle de Prudencio Álvaro, cerca de Calle de Zigia","Calle de Prudencio Álvaro, cerca de Calle de Zigia. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4386518,-3.6434461, 4991170-AL1844,  Disponible, 2, En buen estado, 65 m², 2
195000.0,"Piso en venta en Calle de Prudencio Álvaro, cerca de Calle de Zigia","Calle de Prudencio Álvaro, cerca de Calle de Zigia. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4381995,-3.6444212, 4991170-AL1833,  Disponible, 1, En buen estado, 48 m², 1
315000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4360141,-3.6417933, XA669-1246,  En trámite, 1, En buen estado, 100 m², 3
126200.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4335843,-3.6344837, 4511257-QH46695317,  En trámite, 1, En buen estado, 58 m², 1
129000.0,Piso en venta en Pueblo Nuevo,"Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4334622,-3.6353147, TC716-543147,  Disponible, 1, En buen estado, 63 m², 2
310000.0,"Piso en venta en Avenida de la Institución Libre de Enseñanza, cerca de Calle del Idioma Esperanto","Avenida de la Institución Libre de Enseñanza, cerca de Calle del Idioma Esperanto. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.419549518,-3.624906098, SA3583-HERMANOSNOBLEJAS,  Disponible, 2, En buen estado, 103 m², 3
125000.0,Piso en venta en Calle Hnos. Garcia Noblejas,"Calle Hnos. Garcia Noblejas. Pueblo Nuevo, Ciudad Lineal (Madrid Capital)",40.4329639,-3.6355944, 4998556-MCB,  En trámite, 1, A reformar, 61 m², 3
199990.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4367355,-3.6409675, SA3813-1412919,  Disponible, 1,, 65 m², 2
165000.0,Piso en venta en Calle de Elías Dupuy,"Calle de Elías Dupuy. Quintana, Ciudad Lineal (Madrid Capital)",40.4365406,-3.6472988, SA4061-QUINT326,  Disponible, 1, A reformar, 58 m², 2
130000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4401296,-3.6425643, TC289-536959,  Disponible, 1, A reformar, 46 m², 2
220000.0,"Piso en venta en Calle de Germán Pérez Carrasco, cerca de Calle de Elfo","Calle de Germán Pérez Carrasco, cerca de Calle de Elfo. Quintana, Ciudad Lineal (Madrid Capital)",40.4366813,-3.6425121, 4520499-SOK-GEPECAMA,  Disponible, 1, En buen estado, 87 m², 3
150000.0,"Piso en venta en Calle de la Virgen de Lluc, cerca de Calle de Emilio Gastesi Fernández","Calle de la Virgen de Lluc, cerca de Calle de Emilio Gastesi Fernández. Quintana, Ciudad Lineal (Madrid Capital)",40.4364746,-3.6469323, SA323-FHOG-1992,  Disponible, 1, A reformar, 63 m², 3
170000.0,"Piso en venta en Calle de Siena, cerca de Calle de Alcalá","Calle de Siena, cerca de Calle de Alcalá. Quintana, Ciudad Lineal (Madrid Capital)",40.4329841,-3.65426, 4993362-78853,  En trámite, 1, A reformar, 58 m², 2
245000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4386581,-3.6357961, GM20-184230,  En trámite, 1, A reformar, 66 m², 2
245000.0,Piso en venta en Calle de Alcalá,"Calle de Alcalá. Quintana, Ciudad Lineal (Madrid Capital)",40.4315637,-3.6583418, SA3385-QUINTANA. EXTERIOR. 3 DORMITORIOS. LUMINOSO,  En trámite, 1, A reformar, 78 m², 3
370000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4342004,-3.6522589, 4994318-VF-806,  En trámite, 2, En buen estado, 115 m², 3
147000.0,Piso en venta en Calle de Talisio,"Calle de Talisio. Quintana, Ciudad Lineal (Madrid Capital)",40.4386541,-3.6447353, 4993362-80858,  En trámite, 1, A reformar, 60 m², 2
159000.0,Piso en venta en Calle de Federico Gutiérrez,"Calle de Federico Gutiérrez. Quintana, Ciudad Lineal (Madrid Capital)",40.4352303,-3.6452168, SA4061-QUINT517,  En trámite, 1, En buen estado, 57 m², 2
995000.0,Piso en venta en San Pascual,"Quintana, Ciudad Lineal (Madrid Capital)",40.4405892,-3.6421514, GM20-185728,  En trámite, 4, En buen estado, 236 m², 4
169000.0,"Piso en venta en Plaza del Paular, 4","Plaza del Paular, 4. Quintana, Ciudad Lineal (Madrid Capital)",40.434,-3.64965, SA4061-QUINT130,  En trámite, 1, En buen estado, 62 m², 2
459000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4358912,-3.6446386, TC582-547948,  Disponible, 3, En buen estado, 176 m², 5
145000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4361526,-3.645357, TC582-550276,  Disponible, 1, En buen estado, 47 m², 3
198000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4372729,-3.6457478, TC582-550925,  Disponible, 2, En buen estado, 53 m², 2
379000.0,Piso en venta en Calle del Alcalde López Casero,"Calle del Alcalde López Casero. Quintana, Ciudad Lineal (Madrid Capital)",40.4335025589837,-3.65572055920671, VE37-0096-00671,  Pendiente de completar, 2,, 132 m², 4
249000.0,"Piso en venta en Calle de Prudencio Álvaro, cerca de Calle de la Virgen de Lluc","Calle de Prudencio Álvaro, cerca de Calle de la Virgen de Lluc. Quintana, Ciudad Lineal (Madrid Capital)",40.4388856,-3.6433527, 4993362-81807,  En trámite, 2, Reformado, 77 m², 2
255000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4385338,-3.6415614, TC289-551114,  Disponible, 1, En buen estado, 76 m², 3
339000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4357056,-3.6423826, SA4772-0100276/7349,  No indicado, 2,, 82 m², 3
895000.0,Piso en venta en San Pascual,"Quintana, Ciudad Lineal (Madrid Capital)",40.4403477,-3.6415117, GM20-187562,  En trámite, 2, En buen estado, 163 m², 4
235000.0,"Piso en venta en Calle de Siena, 34, cerca de Calle de Alcalá","Calle de Siena, 34, cerca de Calle de Alcalá. Quintana, Ciudad Lineal (Madrid Capital)",40.4329,-3.65359, IF5948-GM075,  No indicado, 2,, 72 m², 2
149000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4371452,-3.646614, TC582-551837,  Disponible, 1, En buen estado, 54 m², 2
173200.0,"Piso en venta en Calle de Elfo, cerca de Calle de Germán Pérez Carrasco","Calle de Elfo, cerca de Calle de Germán Pérez Carrasco. Quintana, Ciudad Lineal (Madrid Capital)",40.4371575,-3.6426414, SA208-8167AS-AM-PB,  En trámite, 1, En buen estado, 65 m², 3
379900.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.434597,-3.6458876, TC582-555587,  Disponible, 2, En buen estado, 132 m², 4
279000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4343676,-3.6481246, TC582-554714,  Disponible, 1, Reformado, 73 m², 3
450000.0,Piso en venta en Salvador,"Quintana, Ciudad Lineal (Madrid Capital)",40.4429578,-3.6470647, GM24-188126,  En trámite, 2, A reformar, 119 m², 3
195000.0,Piso en venta en Calle de Guillén de Castro,"Calle de Guillén de Castro. Quintana, Ciudad Lineal (Madrid Capital)",40.4278392,-3.6451215, 4519303-000665,  En trámite, 1, En buen estado, 80 m², 3
184900.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4348108,-3.6480104, TC582-557816,  Disponible, 1, En buen estado, 55 m², 2
450000.0,"Piso en venta en Calle del Buen Gobernador, 7","Calle del Buen Gobernador, 7. Quintana, Ciudad Lineal (Madrid Capital)",40.433018,-3.6545084, 20392237,  Disponible, 2, Reformado, 125 m², 3
235000.0,"Piso en venta en Calle de Germán Pérez Carrasco, cerca de Calle de Alcalá","Calle de Germán Pérez Carrasco, cerca de Calle de Alcalá. Quintana, Ciudad Lineal (Madrid Capital)",40.4342797,-3.6474021, SA4061-QUINT623,  En trámite, 1, En buen estado, 62 m², 2
265000.0,"Piso en venta en Calle de Alcalá, cerca de Calle de Germán Pérez Carrasco","Calle de Alcalá, cerca de Calle de Germán Pérez Carrasco. Quintana, Ciudad Lineal (Madrid Capital)",40.4360722,-3.6423304, SA283-VIC1200764,  Disponible, 1, En buen estado, 71 m², 2
279000.0,"Piso en venta en Calle de la Virgen de Lluc, cerca de Calle de Guillermo Rovirosa","Calle de la Virgen de Lluc, cerca de Calle de Guillermo Rovirosa. Quintana, Ciudad Lineal (Madrid Capital)",40.434724,-3.6523964, SA1402-AIA744,  Disponible, 1, A estrenar, 57 m², 2
154000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4378868,-3.6415189, TC721-549472,  Disponible, 1, A reformar, 71 m², 2
387000.0,"Piso en venta en Calle de Alcalá, cerca de Calle de Arturo Soria","Calle de Alcalá, cerca de Calle de Arturo Soria. Quintana, Ciudad Lineal (Madrid Capital)",40.4382425,-3.6373704, SA283-VIC1200738,  Disponible, 1, Reformado, 100 m², 3
262650.0,"Piso en venta en Calle de Alcalá, 348, cerca de Calle de Gutierre de Cetina","Calle de Alcalá, 348, cerca de Calle de Gutierre de Cetina. Quintana, Ciudad Lineal (Madrid Capital)",40.4346,-3.64513, IF6736-ALCALA-1366,  En trámite, 1, En buen estado, 78 m², 3
330000.0,Piso en venta en Quintana,"Quintana, Ciudad Lineal (Madrid Capital)",40.4382134,-3.6397389, 4993362-82831,  En trámite, 2, En buen estado, 101 m², 4
135000.0,Piso en venta en Calle de Boldano,"Calle de Boldano. Quintana, Ciudad Lineal (Madrid Capital)",40.4400383,-3.6431, 4993362-82688,  En trámite, 1, En buen estado, 49 m², 2
249000.0,"Piso en venta en Calle de Prudencio Álvaro, cerca de Calle de Zigia","Calle de Prudencio Álvaro, cerca de Calle de Zigia. Quintana, Ciudad Lineal (Madrid Capital)",40.438322,-3.6445431, SA3739-102771653,  Disponible, 2, En buen estado, 78 m², 2
378604.0,Piso en venta en Calle de Oña,"Calle de Oña. San Pascual, Ciudad Lineal (Madrid Capital)",40.488806,-3.6657712, IF4098-CCI-001-000041790,  No indicado, 2,, 127 m², 3
510000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4454953,-3.650848, SA3813-2158531,  Disponible, 2,, 136 m², 3
219000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4411204,-3.6545867, TC55-536749,  Disponible,, En buen estado, 69 m²,
170000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4393505,-3.6518726, TC55-546494,  Disponible, 1, En buen estado, 65 m², 2
480000.0,Piso en venta en Ciudad Lineal - San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4456514,-3.6464159, IF6941-12,  En trámite, 1, En buen estado, 120 m², 4
900000.0,Piso en venta en Ciudad Lineal - San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.443438041,-3.656922118, NI567-186,  Pendiente de completar, 3, En buen estado, 238 m², 3
298000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4431029,-3.6523856, VI2-10007800,  En trámite, 2, En buen estado, 99 m², 3
392000.0,Piso en venta en Calle de Aristóteles,"Calle de Aristóteles. San Pascual, Ciudad Lineal (Madrid Capital)",40.44305,-3.65208, EP319-VYP.101M,  En trámite, 2, En buen estado, 94 m², 3
389000.0,Piso en venta en Avenida de Badajoz,"Avenida de Badajoz. San Pascual, Ciudad Lineal (Madrid Capital)",40.4418183,-3.6551868, SA4738-912,  Disponible, 2, En buen estado, 135 m², 4
574000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4422679,-3.6533347, TC1028-549477,  Disponible, 2, En buen estado, 125 m², 4
349900.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.442561,-3.651217, XA156-SAP-4340,  En trámite, 2,, 100 m², 3
320000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4381976,-3.6567365, SA398-2091/1865,  Disponible, 2,, 120 m², 4
635000.0,Piso en venta en Ciudad Lineal,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4426726,-3.6529534, XA491-3443,  En trámite, 3, En buen estado, 128 m², 3
175000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4390634,-3.65333, TC55-554832,  En trámite, 1, En buen estado, 70 m², 2
790000.0,"Piso en venta en Calle del Caribe, 2","Calle del Caribe, 2. San Pascual, Ciudad Lineal (Madrid Capital)",40.4420284584638,-3.65643066725737, 4514324-13011915,  En trámite, 2, En buen estado, 178 m², 4
240000.0,"Piso en venta en Calle de Torrelaguna, 12, cerca de Calle de María Zambrano","Calle de Torrelaguna, 12, cerca de Calle de María Zambrano. San Pascual, Ciudad Lineal (Madrid Capital)",40.441246,-3.6501875, 20292151,  En trámite, 1, Reformado, 56 m², 2
269000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.440811211,-3.656504221, TC1028-558495,  En trámite, 1, En buen estado, 80 m², 2
,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.443783,-3.6511049, TC55-559748,  En trámite, 2, En buen estado, 140 m², 3
194000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4391364,-3.6531715, TC55-559854,  En trámite, 1, En buen estado, 40 m²,
229000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4427738,-3.6480915, TC289-354332,  Disponible, 1, En buen estado, 52 m², 2
200000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4427018,-3.6523318, TC55-555680,  Disponible, 1, En buen estado, 60 m², 2
820000.0,Piso en venta en Ciudad Lineal - San Blas,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4426133,-3.6564874, IF77045-I-00WUXS-W-02RSLU,  En trámite, 3,, 203 m², 4
849000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4426133,-3.6564874, TC1028-558205,  En trámite, 2, En buen estado, 145 m², 3
320000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.4430572,-3.65177, TC1028-557971,  En trámite, 2, En buen estado, 100 m², 3
252000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.440551734,-3.649742836, EP577-7064,  En trámite, 1, En buen estado, 58 m², 2
690000.0,Piso en venta en San Pascual,"San Pascual, Ciudad Lineal (Madrid Capital)",40.442884,-3.6557157, TC1028-559903,  En trámite, 2, En buen estado, 145 m², 4
770000.0,Piso en venta en Arturo Soria-Ciudad Lineal,"San Pascual, Ciudad Lineal (Madrid Capital)",40.443435817,-3.657148457, IF77045-I-00XIL0-W-02SN9K,  En trámite, 2,, 165 m², 3
392000.0,"Piso en venta en Calle de Aristóteles, 1","Calle de Aristóteles, 1. San Pascual, Ciudad Lineal (Madrid Capital)",40.443204,-3.6519276, 19115804,  En trámite, 2, Reformado, 94 m², 3
630000.0,"Piso en venta en Calle de San Martín de Porres, 14","Calle de San Martín de Porres, 14. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.470467336666,-3.7284297614293, AG376-PIS0097,  Pendiente de completar, 3,, 165 m², 4
579900.0,Piso en venta en Calle de Velayos,"Calle de Velayos. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4656016,-3.7254383, 4520516-INM13975,  En trámite, 2, En buen estado, 146 m², 4
640000.0,Piso en venta en Peñagrande,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4739947,-3.7355017, GM4-187827,  En trámite, 2, En buen estado, 136 m², 4
565000.0,"Piso en venta en Calle de Artesa de Segre, 14","Calle de Artesa de Segre, 14. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.470005,-3.7270293, 20226774,  En trámite, 3, Reformado, 152 m², 3
138800.0,Piso en venta en Carabanchel,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.36776,-3.7558241, GB12-PAU1840 PISO EN VENTA EN CARABANCHEL - BUENAVISTA,  En trámite, 1, Reformado, 49 m², 2
1150000.0,Piso en venta en Vallehermoso,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4444806,-3.7007282, GM2-183098,  En trámite, 4, A reformar, 195 m², 5
420000.0,Piso en venta en Rios Rosas,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4405643,-3.7079169, GM2-145288,  En trámite, 2, En buen estado, 60 m², 2
285000.0,"Piso en venta en Calle de Alonso Núñez, nº 23","Calle de Alonso Núñez, nº 23. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4584656,-3.709753, 16099575,  En trámite, 2, Reformado, 85 m², 3
540000.0,Piso en venta en Ciudad Universitaria,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4543386,-3.7168556, TC257-516761,  Disponible,, En buen estado, 151 m², 4
845000.0,Piso en venta en Ciudad Universitaria,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4528224,-3.733909, GM4-177438,  En trámite, 2, A reformar, 190 m², 4
975000.0,Piso en venta en Ciudad Universitaria,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4430508,-3.738321, GM4-183102,  En trámite, 3, En buen estado, 286 m², 3
480000.0,Piso en venta en Ciudad Universitaria,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4545131,-3.7166812, TC375-548975,  Disponible, 2, En buen estado, 97 m², 4
649000.0,Piso en venta en Calle de los Pirineos,"Calle de los Pirineos. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.45526,-3.71756, EP319-VYP.325M,  En trámite, 3, A reformar, 164 m², 5
458700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219993,  En trámite, 1, A estrenar, 70 m², 2
301700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219986,  En trámite, 1, A estrenar, 40 m², 1
332700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219992,  En trámite, 1, A estrenar, 45 m², 1
353700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219995,  En trámite, 1, A estrenar, 52 m², 1
343700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219985,  En trámite, 1, A estrenar, 52 m², 1
353700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219994,  En trámite, 1, A estrenar, 52 m², 1
332700.0,"Piso en venta en Calle del Arquitecto Sánchez Arcas, 5","Calle del Arquitecto Sánchez Arcas, 5. Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4537315,-3.7159647, -20219988,  En trámite, 1, A estrenar, 44 m², 1
